date,volume
2020/12/2,66.598333
2020/12/3,65.220276
2020/12/4,72.402498
2020/12/5,75.121943
2020/12/6,74.351667
2020/12/7,64.908333
2020/12/8,64.322499
2020/12/9,65.738057
2020/12/10,67.664166
2020/12/11,76.166389
2020/12/12,84.125555
2020/12/13,72.933334
2020/12/14,62.925832
2020/12/15,64.578056
2020/12/16,66.368887
2020/12/17,65.814721
2020/12/18,71.729168
2020/12/19,73.739441
2020/12/20,74.443888
2020/12/21,66.864722
2020/12/22,66.755553
2020/12/23,67.857778
2020/12/24,70.162778
2020/12/25,74.411666
2020/12/26,75.112224
2020/12/27,75.094999
2020/12/28,70.555556
2020/12/29,66.590833
2020/12/30,70.616109
2020/12/31,104.798334
2021/1/1,103.281667
2021/1/2,86.236389
2021/1/3,91.341387
2021/1/4,66.341113
2021/1/5,65.427222
2021/1/6,65.911668
2021/1/7,65.417499
2021/1/8,71.4625
2021/1/9,73.0275
2021/1/10,72.175557
2021/1/11,69.254443
2021/1/12,70.80111
2021/1/13,72.612502
2021/1/14,73.394723
2021/1/15,78.4375
2021/1/16,78.872221
2021/1/17,75.609166
2021/1/18,73.711667
2021/1/19,73.144166
2021/1/20,74.143889
2021/1/21,73.409999
2021/1/22,76.354444
2021/1/23,78.267499
2021/1/24,77.318334
2021/1/25,75.458059
2021/1/26,91.503334
2021/1/27,95.227778
2021/1/28,69.73
2021/1/29,64.347222
2021/1/30,66.463055
2021/1/31,65.423333
2021/2/1,69.068612
2021/2/2,72.337502
2021/2/3,72.858609
2021/2/4,69.572223
2021/2/5,74.479445
2021/2/6,84.989724
2021/2/7,74.175555
2021/2/8,74.9225
2021/2/9,75.538055
2021/2/10,68.423055
2021/2/11,44.595833
2021/2/12,53.360278
2021/2/13,84.151388
2021/2/14,95.738611
2021/2/15,99.008333
2021/2/16,117.094446
2021/2/17,151.384723
2021/2/18,89.271943
2021/2/19,89.513055
2021/2/20,86.874168
2021/2/21,95.89861
2021/2/22,80.761111
2021/2/23,81.929723
2021/2/24,76.859445
2021/2/25,73.553055
2021/2/26,69.833886
2021/2/27,123.270278
2021/2/28,102.704722
2021/3/1,76.336668
2021/3/2,76.590831
2021/3/3,76.128888
2021/3/4,75.627501
2021/3/5,75.21389
2021/3/6,73.958054
2021/3/7,75.846112
2021/3/8,69.501111
2021/3/9,70.074999
2021/3/10,68.713614
2021/3/11,69.501111
2021/3/12,80.033888
2021/3/13,79.9625
2021/3/14,83.293609
2021/3/15,69.436111
2021/3/16,68.766112
2021/3/17,70.536944
2021/3/18,69.250832
2021/3/19,74.075001
2021/3/20,79.478056
2021/3/21,80.969443
2021/3/22,72.694723
2021/3/23,72.608889
2021/3/24,74.903056
2021/3/25,75.566945
2021/3/26,80.026946
2021/3/27,87.776943
2021/3/28,96.622501
2021/3/29,73.723056
2021/3/30,72.444998
2021/3/31,74.310279
2021/4/1,79.633055
2021/4/2,119.656944
2021/4/3,171.426666
2021/4/4,142.066946
2021/4/5,149.532222
2021/4/6,76.626666
2021/4/7,68.279446
2021/4/8,72.878333
2021/4/9,77.404445
2021/4/10,78.762223
2021/4/11,72.453612
2021/4/12,69.813055
2021/4/13,73.213335
2021/4/14,72.452501
2021/4/15,73.828333
2021/4/16,80.889444
2021/4/17,86.318055
2021/4/18,83.407776
2021/4/19,73.169445
2021/4/20,70.826388
2021/4/21,69.664444
2021/4/22,72.458891
2021/4/23,77.334722
2021/4/24,72.874168
2021/4/25,71.402501
2021/4/26,73.098335
2021/4/27,77.815558
2021/4/28,84.417225
2021/4/29,95.52139
2021/4/30,180.391111
2021/5/1,256.517498
2021/5/2,182.481667
2021/5/3,160.183054
2021/5/4,164.981389
2021/5/5,146.5525
2021/5/6,78.163056
2021/5/7,77.308335
2021/5/8,79.432777
2021/5/9,80.626666
2021/5/10,74.088055
2021/5/11,70.978612
2021/5/12,74.2325
2021/5/13,73.615277
2021/5/14,76.582777
2021/5/15,74.051111
2021/5/16,77.636388
2021/5/17,74.599722
2021/5/18,74.76111
2021/5/19,74.901388
2021/5/20,77.379446
2021/5/21,83.050555
2021/5/22,81.489444
2021/5/23,75.782778
2021/5/24,71.934724
2021/5/25,72.263056
2021/5/26,68.314444
2021/5/27,73.764998
2021/5/28,81.38
2021/5/29,83.118612
2021/5/30,82.656666
2021/5/31,75.190278
2021/6/1,74.222778
2021/6/2,73.018058
2021/6/3,70.91139
2021/6/4,77.485555
2021/6/5,81.008056
2021/6/6,80.620834
2021/6/7,70.896389
2021/6/8,71.1375
2021/6/9,72.996947
2021/6/10,74.783334
2021/6/11,94.76111
2021/6/12,110.360001
2021/6/13,100.322776
2021/6/14,107.361112
2021/6/15,80.034999
2021/6/16,73.472776
2021/6/17,72.752778
2021/6/18,77.4425
2021/6/19,76.625834
2021/6/20,75.341388
2021/6/21,71.380276
2021/6/22,72.936387
2021/6/23,74.486113
2021/6/24,73.466667
2021/6/25,79.907502
2021/6/26,79.961666
2021/6/27,76.87639
2021/6/28,74.97972
2021/6/29,76.3575
2021/6/30,79.2825
2021/7/1,76.984167
2021/7/2,80.567501
2021/7/3,83.074725
2021/7/4,82.811666
2021/7/5,77.4075
2021/7/6,78.813332
2021/7/7,80.209445
2021/7/8,79.185833
2021/7/9,87.303334
2021/7/10,94.175557
2021/7/11,93.893888
2021/7/12,80.745277
2021/7/13,79.024167
2021/7/14,79.917778
2021/7/15,81.968888
